PlayerName,Number_Identifier,Hall.Of.Famer,save_percentage,goalie_wins,X100..Wins,X350..Wins,goalie_losses,goals_against_average,goalie_games_played,Top15Pick,Cluster
Brian Tessier,918,0,0,0,0,0,0,0,0,0,1
Steve Titus,919,0,0,0,0,0,0,0,0,0,1
John Reid,921,0,0,0,0,0,0,0,0,0,1
Roger Beedon,924,0,0,0,0,0,0,0,0,0,1
Dave Quigley,925,0,0,0,0,0,0,0,0,0,1
Mike Volpe,926,0,0,0,0,0,0,0,0,0,1
Mitch Murphy,927,0,0,0,0,0,0,0,0,0,1
John Haley,928,0,0,0,0,0,0,0,0,0,1
Alan Perry,932,0,0,0,0,0,0,0,0,0,1
Mike Bishop,935,0,0,0,0,0,0,0,0,0,1
Greg Strome,937,0,0,0,0,0,0,0,0,0,1
Chris Clifford,938,0,1,0,0,0,0,0,2,0,1
Randy Hansch,939,0,0,0,0,0,0,0,0,0,1
Darin MacInnis,941,0,0,0,0,0,0,0,0,0,1
Rex Grant,942,0,0,0,0,0,0,0,0,0,1
Paul Kenny,943,0,0,0,0,0,0,0,0,0,1
Peter Abric,944,0,0,0,0,0,0,0,0,0,1
Jim Edmands,945,0,0,0,0,0,0,0,0,0,1
Troy Crosby,946,0,0,0,0,0,0,0,0,0,1
Scott Brower,947,0,0,0,0,0,0,0,0,0,1
Alain Larochelle,953,0,0,0,0,0,0,0,0,0,1
Luc Guenette,955,0,0,0,0,0,0,0,0,0,1
Grant Blair,957,0,0,0,0,0,0,0,0,0,1
Terry Taillefer,958,0,0,0,0,0,0,0,0,0,1
Jeff Hogg,959,0,0,0,0,0,0,0,0,0,1
Vladislav Tretiak,960,0,0,0,0,0,0,0,0,0,1
James Falle,961,0,0,0,0,0,0,0,0,0,1
Marty Abrams,962,0,0,0,0,0,0,0,0,0,1
Dave Roach,963,0,0,0,0,0,0,0,0,0,1
Brian Jopling,966,0,0,0,0,0,0,0,0,0,1
Ulf Nilsson,968,0,0,0,0,0,0,0,0,0,1
Marc Hamelin,969,0,0,0,0,0,0,0,0,0,1
Dave Meszaros,972,0,0,0,0,0,0,0,0,0,1
Shawn Kilroy,973,0,0,0,0,0,0,0,0,0,1
Dave Ross,974,0,0,0,0,0,0,0,0,0,1
Jacob Gustavsson,976,0,0,0,0,0,0,0,0,0,1
Jamie Reeve,977,0,0,0,0,0,0,0,0,0,1
Ian Wood,978,0,0,0,0,0,0,0,0,0,1
John Franzosa,979,0,0,0,0,0,0,0,0,0,1
Tom Allen,980,0,0,0,0,0,0,0,0,0,1
Mike Craig,981,0,0,0,0,0,0,0,0,0,1
Chris Smith,982,0,0,0,0,0,0,0,0,0,1
Jim Appleby,983,0,0,0,0,0,0,0,0,0,1
Jim Holden,984,0,0,0,0,0,0,0,0,0,1
Peter Smith,985,0,0,0,0,0,0,0,0,0,1
Stan Bautch,986,0,0,0,0,0,0,0,0,0,1
Bruno Campese,987,0,0,0,0,0,0,0,0,0,1
Lars Eriksson,990,0,0,0,0,0,0,0,0,0,1
Todd Lumbard,996,0,0,0,0,0,0,0,0,0,1
Doug Chessell,999,0,0,0,0,0,0,0,0,0,1
Joe Mantione,1000,0,0,0,0,0,0,0,0,0,1
Bob O'Connor,1001,0,0,0,0,0,0,0,0,0,1
Peter Aslin,1002,0,0,0,0,0,0,0,0,0,1
Gil Hudon,1004,0,0,0,0,0,0,0,0,0,1
Greg Dick,1005,0,0,0,0,0,0,0,0,0,1
Jeff Poeschl,1006,0,0,0,0,0,0,0,0,0,1
Mario Proulx,1009,0,0,0,0,0,0,0,0,0,1
Steve Kudebeh,1011,0,0,0,0,0,0,0,0,0,1
Danny Burrows,1012,0,0,0,0,0,0,0,0,0,1
Ron Dennis,1020,0,0,0,0,0,0,0,0,0,1
Jari Paavola,1022,0,0,0,0,0,0,0,0,0,1
Rob Polman Tuin,1023,0,0,0,0,0,0,0,0,0,1
Jim Ralph,1024,0,0,0,0,0,0,0,0,0,1
Paul Fricker,1028,0,0,0,0,0,0,0,0,0,1
Scott Robinson,1029,0,0,0,0,0,0,0,0,0,1
Tim Thomlison,1043,0,0,0,0,0,0,0,0,0,1
John Hynes,1045,0,0,0,0,0,0,0,0,0,1
Murray Skinner,1047,0,0,0,0,0,0,0,0,0,1
Richard Sirois,1048,0,0,0,0,0,0,0,0,0,1
Jerry Price,1049,0,0,0,0,0,0,0,0,0,1
Mark Locken,1050,0,0,0,0,0,0,0,0,0,1
Paul Joswiak,1051,0,0,0,0,0,0,0,0,0,1
Kevin Constantine,1052,0,0,0,0,0,0,0,0,0,1
Barry Heard,1053,0,0,0,0,0,0,0,0,0,1
Jim Lockhurst,1054,0,0,0,0,0,0,0,0,0,1
Richard Martens,1055,0,0,0,0,0,0,0,0,0,1
Mark Rodrigues,1057,0,0,0,0,0,0,0,0,0,1
Ken Moore,1059,0,0,0,0,0,0,0,0,0,1
Bernhard Englbrecht,1060,0,0,0,0,0,0,0,0,0,1
Carl Bloomberg,1061,0,0,0,0,0,0,0,0,0,1
Rick Wilson,1063,0,0,0,0,0,0,0,0,0,1
Yves Guillemette,1070,0,0,0,0,0,0,0,0,0,1
Julian Baretta,1072,0,0,0,0,0,0,0,0,0,1
Richard Sirois,1073,0,0,0,0,0,0,0,0,0,1
Jim Baxter,1075,0,0,0,0,0,0,0,0,0,1
Jean-Pierre Sanvido,1078,0,0,0,0,0,0,0,0,0,1
Barry Borrett,1081,0,0,0,0,0,0,0,0,0,1
Steve Jones,1083,0,0,0,0,0,0,0,0,0,1
Mike Laycock,1084,0,0,0,0,0,0,0,0,0,1
Carey Walker,1085,0,0,0,0,0,0,0,0,0,1
Jean Belisle,1086,0,0,0,0,0,0,0,0,0,1
Bob Daly,1087,0,0,0,0,0,0,0,0,0,1
Bob Mears,1091,0,0,0,0,0,0,0,0,0,1
Mark Earp,1092,0,0,0,0,0,0,0,0,0,1
Maurice Barrette,1093,0,0,0,0,0,0,0,0,0,1
John Peterson,1095,0,0,0,0,0,0,0,0,0,1
Larry McRae,1096,0,0,0,0,0,0,0,0,0,1
Dale Rideout,1097,0,0,0,0,0,0,0,0,0,1
Bruce Horsch,1099,0,0,0,0,0,0,0,0,0,1
Jim Bales,1100,0,0,0,0,0,0,0,0,0,1
Normand Lapointe,1106,0,0,0,0,0,0,0,0,0,1
Andre Lepage,1107,0,0,0,0,0,0,0,0,0,1
Bill Cheropita,1108,0,0,0,0,0,0,0,0,0,1
Roger Swanson,1111,0,0,0,0,0,0,0,0,0,1
Larry Hendrick,1112,0,0,0,0,0,0,0,0,0,1
Gary Carr,1114,0,0,0,0,0,0,0,0,0,1
Jim Weaver,1115,0,0,0,0,0,0,0,0,0,1
Nick Sanza,1116,0,0,0,0,0,0,0,0,0,1
Dave McNab,1117,0,0,0,0,0,0,0,0,0,1
Brian O'Connell,1118,0,0,0,0,0,0,0,0,0,1
Frank Salive,1119,0,0,0,0,0,0,0,0,0,1
Kevin Nugent,1120,0,0,0,0,0,0,0,0,0,1
Brian Petrovek,1121,0,0,0,0,0,0,0,0,0,1
Len Moher,1122,0,0,0,0,0,0,0,0,0,1
Gilles Cloutier,1124,0,0,0,0,0,0,0,0,0,1
Tom McNamara,1125,0,0,0,0,0,0,0,0,0,1
Mario Viens,1126,0,0,0,0,0,0,0,0,0,1
Jim Warden,1128,0,0,0,0,0,0,0,0,0,1
Bruce Aberhart,1129,0,0,0,0,0,0,0,0,0,1
Bill Moen,1131,0,0,0,0,0,0,0,0,0,1
Bob Volpe,1132,0,0,0,0,0,0,0,0,0,1
Garth Malarchuk,1133,0,0,0,0,0,0,0,0,0,1
Dave Heitz,1134,0,0,0,0,0,0,0,0,0,1
Harvey Stewart,1135,0,0,0,0,0,0,0,0,0,1
John Memryk,1136,0,0,0,0,0,0,0,0,0,1
Kelvin Erickson,1139,0,0,0,0,0,0,0,0,0,1
Jim Foubister,1140,0,0,0,0,0,0,0,0,0,1
Paul-Andre Touzin,1141,0,0,0,0,0,0,0,0,0,1
Andy Stoesz,1143,0,0,0,0,0,0,0,0,0,1
Peter Waselovich,1144,0,0,0,0,0,0,0,0,0,1
Doug Allan,1145,0,0,0,0,0,0,0,0,0,1
Richard Guay,1146,0,0,0,0,0,0,0,0,0,1
Brian Holderness,1147,0,0,0,0,0,0,0,0,0,1
Bill Kriski,1148,0,0,0,0,0,0,0,0,0,1
Robert Blanchet,1149,0,0,0,0,0,0,0,0,0,1
Mike Dibble,1150,0,0,0,0,0,0,0,0,0,1
Johnny Bower,1151,0,0,0,0,0,0,0,0,0,1
Ed Humphreys,1154,0,0,0,0,0,0,0,0,0,1
Peter Crosbie,1155,0,0,0,0,0,0,0,0,0,1
Clay Hebenton,1157,0,0,0,0,0,0,0,0,0,1
Dan Follett,1158,0,0,0,0,0,0,0,0,0,1
Roly Kimble,1159,0,0,0,0,0,0,0,0,0,1
Kevin Neville,1161,0,0,0,0,0,0,0,0,0,1
Sam Clegg,1162,0,0,0,0,0,0,0,0,0,1
Cap Raeder,1163,0,0,0,0,0,0,0,0,0,1
Dave Ellenbaas,1167,0,0,0,0,0,0,0,0,0,1
Bernie Germaine,1168,0,0,0,0,0,0,0,0,0,1
Daryl Fedorak,1170,0,0,0,0,0,0,0,0,0,1
Frank Blum,1171,0,0,0,0,0,0,0,0,0,1
Jacques Lefebvre,1173,0,0,0,0,0,0,0,0,0,1
Dave Hastings,1174,0,0,0,0,0,0,0,0,0,1
Glenn Seperich,1176,0,0,0,0,0,0,0,0,0,1
Yves Archambault,1177,0,0,0,0,0,0,0,0,0,1
Graham Parsons,1178,0,0,0,0,0,0,0,0,0,1
Ray Boutin,1179,0,0,0,0,0,0,0,0,0,1
Don Atchison,1180,0,0,0,0,0,0,0,0,0,1
Michel Deguise,1181,0,0,0,0,0,0,0,0,0,1
George Hulme,1184,0,0,0,0,0,0,0,0,0,1
Ray Belanger,1185,0,0,0,0,0,0,0,0,0,1
Dave Murphy,1186,0,0,0,0,0,0,0,0,0,1
Wayne Wood,1187,0,0,0,0,0,0,0,0,0,1
Richard Coutu,1189,0,0,0,0,0,0,0,0,0,1
Ray Martyniuk,1190,0,0,0,0,0,0,0,0,1,1
Cal Hammond,1193,0,0,0,0,0,0,0,0,0,1
Ray Gibbs,1195,0,0,0,0,0,0,0,0,0,1
Tim Regan,1197,0,0,0,0,0,0,0,0,0,1
Wayne Bell,1198,0,0,0,0,0,0,0,0,0,1
Bruce Landon,1204,0,0,0,0,0,0,0,0,0,1
Garry Doyle,1206,0,0,0,0,0,0,0,0,0,1
Ian Wilkie,1208,0,0,0,0,0,0,0,0,0,1
Pat Lange,1209,0,0,0,0,0,0,0,0,0,1
Glen Lindsay,1212,0,0,0,0,0,0,0,0,0,1
Steve Rexe,1213,0,0,0,0,0,0,0,0,1,1
Grant Cole,1215,0,0,0,0,0,0,0,0,0,1
George Surmay,1216,0,0,0,0,0,0,0,0,1,1
